Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--100x-raven-medaka--05-polished.fasta,100,raven,medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.94,28.24,21.59,38.70,32.34,inf,32.67,inf,109.177
voltrax--100x-raven-medaka--05-polished.fasta,100,raven,medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,18.02,18.02,19.69,19.69,inf,inf,22.89,22.89,71.567
voltrax--100x-raven-medaka--05-polished.fasta,100,raven,medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--05-polished.fasta,100,raven,medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--06-polished.fasta,100,raven,medaka,06,all,all,all,all,NA,19.95,32.22,20.47,32.22,32.70,inf,32.10,inf,NA
voltrax--100x-raven-medaka--06-polished.fasta,100,raven,medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.90,34.10,20.38,34.10,32.60,inf,32.73,inf,110.834
voltrax--100x-raven-medaka--06-polished.fasta,100,raven,medaka,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,22.69,22.69,28.69,28.69,inf,inf,23.92,23.92,98.831
voltrax--100x-raven-medaka--06-polished.fasta,100,raven,medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--06-polished.fasta,100,raven,medaka,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--07-polished.fasta,100,raven,medaka,07,all,all,all,all,NA,21.28,26.11,22.14,28.25,30.58,inf,33.26,inf,NA
voltrax--100x-raven-medaka--07-polished.fasta,100,raven,medaka,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.26,35.05,22.06,35.24,30.45,inf,34.38,inf,89.724
voltrax--100x-raven-medaka--07-polished.fasta,100,raven,medaka,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,21.74,21.74,25.70,25.70,inf,inf,23.94,23.94,99.265
voltrax--100x-raven-medaka--07-polished.fasta,100,raven,medaka,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--07-polished.fasta,100,raven,medaka,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--08-polished.fasta,100,raven,medaka,08,all,all,all,all,NA,20.09,21.83,20.69,23.22,31.99,inf,31.94,inf,NA
voltrax--100x-raven-medaka--08-polished.fasta,100,raven,medaka,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.08,23.39,20.66,23.39,31.91,inf,32.34,inf,104.463
voltrax--100x-raven-medaka--08-polished.fasta,100,raven,medaka,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.69,20.69,23.05,23.05,inf,inf,24.43,24.43,74.106
voltrax--100x-raven-medaka--08-polished.fasta,100,raven,medaka,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--08-polished.fasta,100,raven,medaka,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--09-polished.fasta,100,raven,medaka,09,all,all,all,all,NA,22.29,27.18,23.23,39.04,31.22,inf,33.99,inf,NA
voltrax--100x-raven-medaka--09-polished.fasta,100,raven,medaka,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.26,36.03,23.15,36.03,31.14,inf,34.73,inf,102.738
voltrax--100x-raven-medaka--09-polished.fasta,100,raven,medaka,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,24.46,24.46,inf,inf,inf,inf,24.44,24.44,74.374
voltrax--100x-raven-medaka--09-polished.fasta,100,raven,medaka,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--09-polished.fasta,100,raven,medaka,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--10-polished.fasta,100,raven,medaka,10,all,all,all,all,NA,19.62,31.81,20.14,33.30,33.33,inf,31.18,inf,NA
voltrax--100x-raven-medaka--10-polished.fasta,100,raven,medaka,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.62,31.81,20.14,33.30,33.33,inf,31.18,inf,70.396
voltrax--100x-raven-medaka--10-polished.fasta,100,raven,medaka,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--10-polished.fasta,100,raven,medaka,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--10-polished.fasta,100,raven,medaka,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--11-polished.fasta,100,raven,medaka,11,all,all,all,all,NA,20.01,25.35,20.80,37.01,29.67,inf,32.32,inf,NA
voltrax--100x-raven-medaka--11-polished.fasta,100,raven,medaka,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.94,28.86,20.66,33.99,29.53,inf,33.37,inf,75.071
voltrax--100x-raven-medaka--11-polished.fasta,100,raven,medaka,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,23.43,23.43,inf,inf,inf,inf,23.41,23.41,88.005
voltrax--100x-raven-medaka--11-polished.fasta,100,raven,medaka,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--11-polished.fasta,100,raven,medaka,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--12-polished.fasta,100,raven,medaka,12,all,all,all,all,NA,19.84,33.33,20.62,33.70,29.18,inf,32.78,inf,NA
voltrax--100x-raven-medaka--12-polished.fasta,100,raven,medaka,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.84,33.33,20.62,33.70,29.18,inf,32.78,inf,70.764
voltrax--100x-raven-medaka--12-polished.fasta,100,raven,medaka,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--12-polished.fasta,100,raven,medaka,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven-medaka--12-polished.fasta,100,raven,medaka,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--01.fasta,100,raven,NA,01,all,all,all,all,NA,21.81,inf,22.69,inf,30.58,inf,34.65,inf,NA
voltrax--100x-raven--01.fasta,100,raven,NA,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.81,inf,22.69,inf,30.58,inf,34.65,inf,100.786
voltrax--100x-raven--01.fasta,100,raven,NA,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--01.fasta,100,raven,NA,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--01.fasta,100,raven,NA,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--02.fasta,100,raven,NA,02,all,all,all,all,NA,12.28,12.27,13.33,14.47,20.40,31.17,23.70,inf,NA
voltrax--100x-raven--02.fasta,100,raven,NA,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,12.59,12.52,13.46,18.66,21.56,inf,24.42,inf,10.808
voltrax--100x-raven--02.fasta,100,raven,NA,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,10.38,10.38,12.37,12.37,15.77,15.77,20.22,20.22,49.181
voltrax--100x-raven--02.fasta,100,raven,NA,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--02.fasta,100,raven,NA,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--03.fasta,100,raven,NA,03,all,all,all,all,NA,20.06,39.63,22.50,40.55,24.05,inf,34.94,inf,NA
voltrax--100x-raven--03.fasta,100,raven,NA,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.93,inf,22.50,inf,33.01,inf,35.30,inf,110.862
voltrax--100x-raven--03.fasta,100,raven,NA,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,7.82,7.82,22.43,22.43,7.99,7.99,28.30,28.30,90.344
voltrax--100x-raven--03.fasta,100,raven,NA,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--03.fasta,100,raven,NA,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--04.fasta,100,raven,NA,04,all,all,all,all,NA,21.25,24.18,22.42,36.38,28.27,inf,35.15,inf,NA
voltrax--100x-raven--04.fasta,100,raven,NA,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.77,26.89,22.38,39.39,32.46,inf,35.05,inf,110.531
voltrax--100x-raven--04.fasta,100,raven,NA,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,13.40,13.40,25.65,25.65,13.65,13.65,inf,inf,89.843
voltrax--100x-raven--04.fasta,100,raven,NA,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--04.fasta,100,raven,NA,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--05.fasta,100,raven,NA,05,all,all,all,all,NA,19.76,35.09,21.09,36.38,26.54,inf,32.31,inf,NA
voltrax--100x-raven--05.fasta,100,raven,NA,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.69,38.10,21.29,39.39,31.58,inf,33.79,inf,111.083
voltrax--100x-raven--05.fasta,100,raven,NA,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,9.01,9.01,15.20,15.20,10.51,10.51,19.89,19.89,71.701
voltrax--100x-raven--05.fasta,100,raven,NA,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--05.fasta,100,raven,NA,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--06.fasta,100,raven,NA,06,all,all,all,all,NA,18.55,23.77,20.19,23.77,24.57,46.81,30.31,inf,NA
voltrax--100x-raven--06.fasta,100,raven,NA,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.39,24.18,20.15,24.18,29.96,inf,30.64,inf,111.559
voltrax--100x-raven--06.fasta,100,raven,NA,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,9.41,9.41,22.47,22.47,9.74,9.74,24.31,24.31,99.064
voltrax--100x-raven--06.fasta,100,raven,NA,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--06.fasta,100,raven,NA,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--07.fasta,100,raven,NA,07,all,all,all,all,NA,20.88,23.39,22.19,35.23,27.52,inf,34.30,inf,NA
voltrax--100x-raven--07.fasta,100,raven,NA,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.15,26.01,22.08,38.24,29.48,inf,34.40,inf,90.230
voltrax--100x-raven--07.fasta,100,raven,NA,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,16.10,16.10,31.62,31.62,16.34,16.34,31.72,31.72,99.298
voltrax--100x-raven--07.fasta,100,raven,NA,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--07.fasta,100,raven,NA,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--08.fasta,100,raven,NA,08,all,all,all,all,NA,19.19,15.19,20.99,22.84,24.34,42.61,33.37,inf,NA
voltrax--100x-raven--08.fasta,100,raven,NA,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.33,23.39,21.01,23.39,30.40,inf,33.54,inf,104.740
voltrax--100x-raven--08.fasta,100,raven,NA,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,8.05,8.05,20.00,20.00,8.33,8.33,28.70,28.70,74.340
voltrax--100x-raven--08.fasta,100,raven,NA,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--08.fasta,100,raven,NA,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--09.fasta,100,raven,NA,09,all,all,all,all,NA,20.28,26.12,22.93,26.17,24.12,inf,33.53,inf,NA
voltrax--100x-raven--09.fasta,100,raven,NA,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.22,35.18,23.14,36.03,30.88,inf,34.72,inf,102.433
voltrax--100x-raven--09.fasta,100,raven,NA,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,7.46,7.46,17.06,17.06,8.01,8.01,22.35,22.35,74.607
voltrax--100x-raven--09.fasta,100,raven,NA,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--09.fasta,100,raven,NA,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--10.fasta,100,raven,NA,10,all,all,all,all,NA,19.65,32.43,20.16,33.99,32.26,inf,32.08,inf,NA
voltrax--100x-raven--10.fasta,100,raven,NA,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.65,32.43,20.16,33.99,32.26,inf,32.08,inf,70.396
voltrax--100x-raven--10.fasta,100,raven,NA,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--10.fasta,100,raven,NA,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--10.fasta,100,raven,NA,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--11.fasta,100,raven,NA,11,all,all,all,all,NA,20.07,23.39,21.22,27.16,27.31,inf,33.44,inf,NA
voltrax--100x-raven--11.fasta,100,raven,NA,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.15,26.01,21.11,28.11,28.34,inf,33.30,inf,73.885
voltrax--100x-raven--11.fasta,100,raven,NA,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,17.98,17.98,27.16,27.16,18.53,18.53,inf,inf,88.106
voltrax--100x-raven--11.fasta,100,raven,NA,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--11.fasta,100,raven,NA,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--12.fasta,100,raven,NA,12,all,all,all,all,NA,19.80,32.40,20.62,33.69,29.00,inf,32.58,inf,NA
voltrax--100x-raven--12.fasta,100,raven,NA,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.80,32.40,20.62,33.69,29.00,inf,32.58,inf,70.771
voltrax--100x-raven--12.fasta,100,raven,NA,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--12.fasta,100,raven,NA,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-raven--12.fasta,100,raven,NA,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,all,all,all,all,NA,21.21,29.62,22.76,34.21,27.13,inf,34.51,inf,NA
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.21,29.62,22.76,34.21,27.13,inf,34.51,inf,97.599
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,all,all,all,all,NA,22.27,31.16,22.98,39.39,32.52,inf,34.76,inf,NA
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.27,31.16,22.98,39.39,32.52,inf,34.76,inf,108.749
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,all,all,all,all,NA,20.93,29.13,21.55,29.54,32.44,inf,32.91,inf,NA
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.93,29.13,21.55,29.54,32.44,inf,32.91,inf,108.492
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,all,all,all,all,NA,21.71,inf,22.61,inf,30.62,inf,33.90,inf,NA
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.52,inf,22.42,inf,30.43,inf,33.71,inf,81.228
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,63.216
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,all,all,all,all,NA,20.52,37.10,21.33,inf,30.79,inf,31.71,inf,NA
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.52,37.10,21.33,inf,30.79,inf,31.71,inf,74.097
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,all,all,all,all,NA,20.14,37.11,20.75,38.12,31.48,inf,32.45,inf,NA
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.14,37.11,20.75,38.12,31.48,inf,32.45,inf,89.559
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,all,all,all,all,NA,20.20,inf,21.04,inf,29.28,inf,32.88,inf,NA
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.20,inf,21.04,inf,29.28,inf,32.88,inf,67.056
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,all,all,all,all,NA,22.20,33.81,23.04,34.34,31.47,inf,34.48,inf,NA
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.20,33.81,23.04,34.34,31.47,inf,34.48,inf,114.829
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,all,all,all,all,NA,19.38,24.02,20.01,inf,30.28,inf,31.90,inf,NA
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.38,24.02,20.01,inf,30.28,inf,31.90,inf,71.760
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,all,all,all,all,NA,21.52,30.69,22.46,31.60,30.16,inf,33.84,inf,NA
