Input-reads,Input-assembly,Output,Coverage,Assembler,Version,Polisher,User-time,System-time,Elapsed-time,Mean-memory-kb,Mean-resident-memory-kb,Max-resident-memory-kb,Date
Voltrax_20190924.50x.sample.08.fastq,NA,voltrax--50x-raven--08.fasta,50,raven,1.5.1,NA,5820.58,14.17,427.25,0,0,5477544,20210709
Voltrax_20190924.50x.sample.09.fastq,NA,voltrax--50x-raven--09.fasta,50,raven,1.5.1,NA,5850.60,14.66,442.77,0,0,5458648,20210709
Voltrax_20190924.50x.sample.10.fastq,NA,voltrax--50x-raven--10.fasta,50,raven,1.5.1,NA,5812.88,14.00,440.07,0,0,5476988,20210709
Voltrax_20190924.50x.sample.11.fastq,NA,voltrax--50x-raven--11.fasta,50,raven,1.5.1,NA,5880.33,11.81,429.44,0,0,5482924,20210709
Voltrax_20190924.50x.sample.12.fastq,NA,voltrax--50x-raven--12.fasta,50,raven,1.5.1,NA,5929.07,17.74,447.77,0,0,5492284,20210709
Voltrax_20190924.100x.sample.01.fastq,NA,voltrax--100x-raven--01.fasta,100,raven,1.5.1,NA,15281.26,28.26,1069.39,0,0,11189876,20210709
Voltrax_20190924.100x.sample.02.fastq,NA,voltrax--100x-raven--02.fasta,100,raven,1.5.1,NA,15230.26,31.60,1059.78,0,0,11183536,20210709
Voltrax_20190924.100x.sample.03.fastq,NA,voltrax--100x-raven--03.fasta,100,raven,1.5.1,NA,15317.90,27.96,1084.71,0,0,11176904,20210709
Voltrax_20190924.100x.sample.04.fastq,NA,voltrax--100x-raven--04.fasta,100,raven,1.5.1,NA,15272.69,26.53,1073.91,0,0,11165980,20210709
Voltrax_20190924.100x.sample.05.fastq,NA,voltrax--100x-raven--05.fasta,100,raven,1.5.1,NA,15278.22,25.78,1076.14,0,0,11182220,20210709
Voltrax_20190924.100x.sample.06.fastq,NA,voltrax--100x-raven--06.fasta,100,raven,1.5.1,NA,15176.04,26.65,1074.77,0,0,11166176,20210709
Voltrax_20190924.100x.sample.07.fastq,NA,voltrax--100x-raven--07.fasta,100,raven,1.5.1,NA,15157.01,27.00,1085.32,0,0,11177728,20210709
Voltrax_20190924.100x.sample.08.fastq,NA,voltrax--100x-raven--08.fasta,100,raven,1.5.1,NA,15281.39,27.40,1067.47,0,0,11143216,20210709
Voltrax_20190924.100x.sample.09.fastq,NA,voltrax--100x-raven--09.fasta,100,raven,1.5.1,NA,15293.11,26.63,1091.16,0,0,11146952,20210709
Voltrax_20190924.100x.sample.10.fastq,NA,voltrax--100x-raven--10.fasta,100,raven,1.5.1,NA,15270.86,25.70,1064.65,0,0,11180100,20210709
Voltrax_20190924.100x.sample.11.fastq,NA,voltrax--100x-raven--11.fasta,100,raven,1.5.1,NA,15329.68,25.68,1079.04,0,0,11204316,20210709
Voltrax_20190924.100x.sample.12.fastq,NA,voltrax--100x-raven--12.fasta,100,raven,1.5.1,NA,15241.05,28.74,1089.48,0,0,11186984,20210709
Voltrax_20190924.200x.sample.01.fastq,NA,voltrax--200x-raven--01.fasta,200,raven,1.5.1,NA,44191.45,79.77,2987.17,0,0,15572776,20210709
Voltrax_20190924.200x.sample.02.fastq,NA,voltrax--200x-raven--02.fasta,200,raven,1.5.1,NA,44423.95,79.62,3030.46,0,0,15607140,20210709
Voltrax_20190924.200x.sample.03.fastq,NA,voltrax--200x-raven--03.fasta,200,raven,1.5.1,NA,46001.20,91.86,3104.94,0,0,15584736,20210709
Voltrax_20190924.200x.sample.04.fastq,NA,voltrax--200x-raven--04.fasta,200,raven,1.5.1,NA,44145.88,82.10,2989.58,0,0,15607456,20210709
Voltrax_20190924.200x.sample.05.fastq,NA,voltrax--200x-raven--05.fasta,200,raven,1.5.1,NA,44216.14,79.80,3000.59,0,0,15682692,20210709
Voltrax_20190924.200x.sample.06.fastq,NA,voltrax--200x-raven--06.fasta,200,raven,1.5.1,NA,45343.47,69.38,3072.88,0,0,15626544,20210709
Voltrax_20190924.200x.sample.07.fastq,NA,voltrax--200x-raven--07.fasta,200,raven,1.5.1,NA,43893.28,92.48,3001.55,0,0,15523364,20210709
Voltrax_20190924.200x.sample.08.fastq,NA,voltrax--200x-raven--08.fasta,200,raven,1.5.1,NA,44382.55,89.58,3027.75,0,0,15592508,20210709
Voltrax_20190924.200x.sample.09.fastq,NA,voltrax--200x-raven--09.fasta,200,raven,1.5.1,NA,44590.20,84.18,3058.85,0,0,15585100,20210709
Voltrax_20190924.200x.sample.10.fastq,NA,voltrax--200x-raven--10.fasta,200,raven,1.5.1,NA,44909.07,81.92,3070.01,0,0,15690192,20210709
Voltrax_20190924.200x.sample.11.fastq,NA,voltrax--200x-raven--11.fasta,200,raven,1.5.1,NA,44597.35,84.94,3050.49,0,0,15621008,20210709
Voltrax_20190924.200x.sample.12.fastq,NA,voltrax--200x-raven--12.fasta,200,raven,1.5.1,NA,44580.47,86.82,3055.48,0,0,15604908,20210709
Voltrax_20190924.10x.sample.01.fastq,voltrax--10x-raven--01.fasta,voltrax--10x-raven-medaka--01-polished.fasta,10,raven,1.5.1,racon1x-medaka,78.02,6.30,15.60,0,0,709904,20210722-11:55:29
Voltrax_20190924.10x.sample.02.fastq,voltrax--10x-raven--02.fasta,voltrax--10x-raven-medaka--02-polished.fasta,10,raven,1.5.1,racon1x-medaka,78.99,6.32,14.18,0,0,717092,20210722-11:55:45
Voltrax_20190924.10x.sample.03.fastq,voltrax--10x-raven--03.fasta,voltrax--10x-raven-medaka--03-polished.fasta,10,raven,1.5.1,racon1x-medaka,77.28,6.32,14.24,0,0,710328,20210722-11:55:59
Voltrax_20190924.10x.sample.04.fastq,voltrax--10x-raven--04.fasta,voltrax--10x-raven-medaka--04-polished.fasta,10,raven,1.5.1,racon1x-medaka,77.88,6.17,14.18,0,0,712336,20210722-11:56:13
Voltrax_20190924.10x.sample.05.fastq,voltrax--10x-raven--05.fasta,voltrax--10x-raven-medaka--05-polished.fasta,10,raven,1.5.1,racon1x-medaka,81.17,6.01,14.48,0,0,719800,20210722-11:56:27
Voltrax_20190924.10x.sample.06.fastq,voltrax--10x-raven--06.fasta,voltrax--10x-raven-medaka--06-polished.fasta,10,raven,1.5.1,racon1x-medaka,81.08,6.12,14.55,0,0,715656,20210722-11:56:42
Voltrax_20190924.10x.sample.07.fastq,voltrax--10x-raven--07.fasta,voltrax--10x-raven-medaka--07-polished.fasta,10,raven,1.5.1,racon1x-medaka,77.34,6.38,14.08,0,0,706472,20210722-11:56:57
Voltrax_20190924.10x.sample.08.fastq,voltrax--10x-raven--08.fasta,voltrax--10x-raven-medaka--08-polished.fasta,10,raven,1.5.1,racon1x-medaka,79.37,6.35,14.27,0,0,716596,20210722-11:57:11
Voltrax_20190924.10x.sample.09.fastq,voltrax--10x-raven--09.fasta,voltrax--10x-raven-medaka--09-polished.fasta,10,raven,1.5.1,racon1x-medaka,80.26,6.10,14.47,0,0,716504,20210722-11:57:25
Voltrax_20190924.10x.sample.10.fastq,voltrax--10x-raven--10.fasta,voltrax--10x-raven-medaka--10-polished.fasta,10,raven,1.5.1,racon1x-medaka,79.40,5.93,14.22,0,0,717988,20210722-11:57:39
Voltrax_20190924.10x.sample.11.fastq,voltrax--10x-raven--11.fasta,voltrax--10x-raven-medaka--11-polished.fasta,10,raven,1.5.1,racon1x-medaka,81.08,6.32,14.57,0,0,718868,20210722-11:57:54
Voltrax_20190924.10x.sample.12.fastq,voltrax--10x-raven--12.fasta,voltrax--10x-raven-medaka--12-polished.fasta,10,raven,1.5.1,racon1x-medaka,79.01,6.20,14.39,0,0,715268,20210722-11:58:08
Voltrax_20190924.20x.sample.01.fastq,voltrax--20x-raven--01.fasta,voltrax--20x-raven-medaka--01-polished.fasta,20,raven,1.5.1,racon1x-medaka,153.40,6.69,19.68,0,0,1140208,20210722-11:58:23
Voltrax_20190924.20x.sample.02.fastq,voltrax--20x-raven--02.fasta,voltrax--20x-raven-medaka--02-polished.fasta,20,raven,1.5.1,racon1x-medaka,151.77,6.57,19.69,0,0,1143496,20210722-11:58:43
Voltrax_20190924.20x.sample.03.fastq,voltrax--20x-raven--03.fasta,voltrax--20x-raven-medaka--03-polished.fasta,20,raven,1.5.1,racon1x-medaka,152.34,6.74,19.84,0,0,1031992,20210722-11:59:03
Voltrax_20190924.20x.sample.04.fastq,voltrax--20x-raven--04.fasta,voltrax--20x-raven-medaka--04-polished.fasta,20,raven,1.5.1,racon1x-medaka,153.18,6.63,19.92,0,0,1143192,20210722-11:59:23
Voltrax_20190924.20x.sample.05.fastq,voltrax--20x-raven--05.fasta,voltrax--20x-raven-medaka--05-polished.fasta,20,raven,1.5.1,racon1x-medaka,149.18,6.41,19.58,0,0,1144564,20210722-11:59:42
Voltrax_20190924.20x.sample.06.fastq,voltrax--20x-raven--06.fasta,voltrax--20x-raven-medaka--06-polished.fasta,20,raven,1.5.1,racon1x-medaka,148.67,6.65,19.70,0,0,1140572,20210722-12:00:02
Voltrax_20190924.20x.sample.07.fastq,voltrax--20x-raven--07.fasta,voltrax--20x-raven-medaka--07-polished.fasta,20,raven,1.5.1,racon1x-medaka,149.35,6.86,19.50,0,0,1136768,20210722-12:00:22
Voltrax_20190924.20x.sample.08.fastq,voltrax--20x-raven--08.fasta,voltrax--20x-raven-medaka--08-polished.fasta,20,raven,1.5.1,racon1x-medaka,151.40,6.47,19.56,0,0,1139948,20210722-12:00:41
Voltrax_20190924.20x.sample.09.fastq,voltrax--20x-raven--09.fasta,voltrax--20x-raven-medaka--09-polished.fasta,20,raven,1.5.1,racon1x-medaka,154.53,6.72,19.93,0,0,1139908,20210722-12:01:01
Voltrax_20190924.20x.sample.10.fastq,voltrax--20x-raven--10.fasta,voltrax--20x-raven-medaka--10-polished.fasta,20,raven,1.5.1,racon1x-medaka,154.26,6.56,19.89,0,0,1146480,20210722-12:01:21
Voltrax_20190924.20x.sample.11.fastq,voltrax--20x-raven--11.fasta,voltrax--20x-raven-medaka--11-polished.fasta,20,raven,1.5.1,racon1x-medaka,151.04,6.53,19.53,0,0,1153228,20210722-12:01:41
Voltrax_20190924.20x.sample.12.fastq,voltrax--20x-raven--12.fasta,voltrax--20x-raven-medaka--12-polished.fasta,20,raven,1.5.1,racon1x-medaka,152.76,6.75,20.01,0,0,1146120,20210722-12:02:00
Voltrax_20190924.30x.sample.01.fastq,voltrax--30x-raven--01.fasta,voltrax--30x-raven-medaka--01-polished.fasta,30,raven,1.5.1,racon1x-medaka,223.97,6.84,24.22,0,0,1302932,20210722-12:02:20
Voltrax_20190924.30x.sample.02.fastq,voltrax--30x-raven--02.fasta,voltrax--30x-raven-medaka--02-polished.fasta,30,raven,1.5.1,racon1x-medaka,219.58,6.97,23.86,0,0,1304896,20210722-12:02:45
Voltrax_20190924.30x.sample.03.fastq,voltrax--30x-raven--03.fasta,voltrax--30x-raven-medaka--03-polished.fasta,30,raven,1.5.1,racon1x-medaka,216.71,7.04,23.91,0,0,1299308,20210722-12:03:09
Voltrax_20190924.30x.sample.04.fastq,voltrax--30x-raven--04.fasta,voltrax--30x-raven-medaka--04-polished.fasta,30,raven,1.5.1,racon1x-medaka,219.49,6.88,23.93,0,0,1303104,20210722-12:03:33
Voltrax_20190924.30x.sample.05.fastq,voltrax--30x-raven--05.fasta,voltrax--30x-raven-medaka--05-polished.fasta,30,raven,1.5.1,racon1x-medaka,226.07,7.06,24.37,0,0,1301092,20210722-12:03:56
Voltrax_20190924.30x.sample.06.fastq,voltrax--30x-raven--06.fasta,voltrax--30x-raven-medaka--06-polished.fasta,30,raven,1.5.1,racon1x-medaka,217.60,6.82,23.60,0,0,1301716,20210722-12:04:21
Voltrax_20190924.30x.sample.07.fastq,voltrax--30x-raven--07.fasta,voltrax--30x-raven-medaka--07-polished.fasta,30,raven,1.5.1,racon1x-medaka,215.48,6.93,23.75,0,0,1300812,20210722-12:04:44
Voltrax_20190924.30x.sample.08.fastq,voltrax--30x-raven--08.fasta,voltrax--30x-raven-medaka--08-polished.fasta,30,raven,1.5.1,racon1x-medaka,218.96,7.09,24.03,0,0,1304312,20210722-12:05:08
Voltrax_20190924.30x.sample.09.fastq,voltrax--30x-raven--09.fasta,voltrax--30x-raven-medaka--09-polished.fasta,30,raven,1.5.1,racon1x-medaka,222.43,7.17,24.14,0,0,1304900,20210722-12:05:32
Voltrax_20190924.30x.sample.10.fastq,voltrax--30x-raven--10.fasta,voltrax--30x-raven-medaka--10-polished.fasta,30,raven,1.5.1,racon1x-medaka,226.41,6.81,24.22,0,0,1308076,20210722-12:05:56
Voltrax_20190924.30x.sample.11.fastq,voltrax--30x-raven--11.fasta,voltrax--30x-raven-medaka--11-polished.fasta,30,raven,1.5.1,racon1x-medaka,216.55,7.09,23.87,0,0,1314428,20210722-12:06:21
Voltrax_20190924.30x.sample.12.fastq,voltrax--30x-raven--12.fasta,voltrax--30x-raven-medaka--12-polished.fasta,30,raven,1.5.1,racon1x-medaka,234.38,7.05,24.80,0,0,1308908,20210722-12:06:45
Voltrax_20190924.50x.sample.01.fastq,voltrax--50x-raven--01.fasta,voltrax--50x-raven-medaka--01-polished.fasta,50,raven,1.5.1,racon1x-medaka,358.08,7.77,32.89,0,0,1191604,20210722-12:07:10
Voltrax_20190924.50x.sample.02.fastq,voltrax--50x-raven--02.fasta,voltrax--50x-raven-medaka--02-polished.fasta,50,raven,1.5.1,racon1x-medaka,363.22,7.79,33.26,0,0,1306360,20210722-12:07:43
Voltrax_20190924.50x.sample.03.fastq,voltrax--50x-raven--03.fasta,voltrax--50x-raven-medaka--03-polished.fasta,50,raven,1.5.1,racon1x-medaka,356.26,7.56,32.81,0,0,1307216,20210722-12:08:16
Voltrax_20190924.50x.sample.04.fastq,voltrax--50x-raven--04.fasta,voltrax--50x-raven-medaka--04-polished.fasta,50,raven,1.5.1,racon1x-medaka,368.84,7.75,33.18,0,0,1306728,20210722-12:08:49
Voltrax_20190924.50x.sample.05.fastq,voltrax--50x-raven--05.fasta,voltrax--50x-raven-medaka--05-polished.fasta,50,raven,1.5.1,racon1x-medaka,358.59,7.61,32.75,0,0,1307504,20210722-12:09:22
Voltrax_20190924.50x.sample.06.fastq,voltrax--50x-raven--06.fasta,voltrax--50x-raven-medaka--06-polished.fasta,50,raven,1.5.1,racon1x-medaka,365.91,7.72,33.49,0,0,1308768,20210722-12:09:55
Voltrax_20190924.50x.sample.07.fastq,voltrax--50x-raven--07.fasta,voltrax--50x-raven-medaka--07-polished.fasta,50,raven,1.5.1,racon1x-medaka,374.19,7.59,34.36,0,0,1315964,20210722-12:10:28
Voltrax_20190924.50x.sample.08.fastq,voltrax--50x-raven--08.fasta,voltrax--50x-raven-medaka--08-polished.fasta,50,raven,1.5.1,racon1x-medaka,348.31,7.64,32.32,0,0,1303908,20210722-12:11:03
Voltrax_20190924.50x.sample.09.fastq,voltrax--50x-raven--09.fasta,voltrax--50x-raven-medaka--09-polished.fasta,50,raven,1.5.1,racon1x-medaka,358.96,7.46,32.65,0,0,1305860,20210722-12:11:35
Voltrax_20190924.50x.sample.10.fastq,voltrax--50x-raven--10.fasta,voltrax--50x-raven-medaka--10-polished.fasta,50,raven,1.5.1,racon1x-medaka,359.33,7.62,33.01,0,0,1307960,20210722-12:12:08
Voltrax_20190924.50x.sample.11.fastq,voltrax--50x-raven--11.fasta,voltrax--50x-raven-medaka--11-polished.fasta,50,raven,1.5.1,racon1x-medaka,340.13,7.88,31.97,0,0,1305288,20210722-12:12:41
Voltrax_20190924.50x.sample.12.fastq,voltrax--50x-raven--12.fasta,voltrax--50x-raven-medaka--12-polished.fasta,50,raven,1.5.1,racon1x-medaka,349.69,7.85,32.26,0,0,1309204,20210722-12:13:13
Voltrax_20190924.100x.sample.01.fastq,voltrax--100x-raven--01.fasta,voltrax--100x-raven-medaka--01-polished.fasta,100,raven,1.5.1,racon1x-medaka,739.66,9.44,56.88,0,0,1317132,20210722-12:13:45
Voltrax_20190924.100x.sample.02.fastq,voltrax--100x-raven--02.fasta,voltrax--100x-raven-medaka--02-polished.fasta,100,raven,1.5.1,racon1x-medaka,730.35,9.95,57.79,0,0,1314476,20210722-12:14:42
Voltrax_20190924.100x.sample.03.fastq,voltrax--100x-raven--03.fasta,voltrax--100x-raven-medaka--03-polished.fasta,100,raven,1.5.1,racon1x-medaka,751.86,9.54,59.21,0,0,1312872,20210722-12:15:40
Voltrax_20190924.100x.sample.04.fastq,voltrax--100x-raven--04.fasta,voltrax--100x-raven-medaka--04-polished.fasta,100,raven,1.5.1,racon1x-medaka,712.50,9.34,56.65,0,0,1315536,20210722-12:16:39
Voltrax_20190924.100x.sample.05.fastq,voltrax--100x-raven--05.fasta,voltrax--100x-raven-medaka--05-polished.fasta,100,raven,1.5.1,racon1x-medaka,723.77,9.35,57.21,0,0,1355980,20210722-12:17:35
Voltrax_20190924.100x.sample.06.fastq,voltrax--100x-raven--06.fasta,voltrax--100x-raven-medaka--06-polished.fasta,100,raven,1.5.1,racon1x-medaka,729.38,9.70,57.71,0,0,1342920,20210722-12:18:33
Voltrax_20190924.100x.sample.07.fastq,voltrax--100x-raven--07.fasta,voltrax--100x-raven-medaka--07-polished.fasta,100,raven,1.5.1,racon1x-medaka,708.79,9.36,56.47,0,0,1347656,20210722-12:19:30
Voltrax_20190924.100x.sample.08.fastq,voltrax--100x-raven--08.fasta,voltrax--100x-raven-medaka--08-polished.fasta,100,raven,1.5.1,racon1x-medaka,707.25,9.36,56.52,0,0,1357412,20210722-12:20:27
Voltrax_20190924.100x.sample.09.fastq,voltrax--100x-raven--09.fasta,voltrax--100x-raven-medaka--09-polished.fasta,100,raven,1.5.1,racon1x-medaka,747.52,9.10,59.23,0,0,1359496,20210722-12:21:23
Voltrax_20190924.100x.sample.10.fastq,voltrax--100x-raven--10.fasta,voltrax--100x-raven-medaka--10-polished.fasta,100,raven,1.5.1,racon1x-medaka,727.66,9.48,58.27,0,0,1338912,20210722-12:22:23
Voltrax_20190924.100x.sample.11.fastq,voltrax--100x-raven--11.fasta,voltrax--100x-raven-medaka--11-polished.fasta,100,raven,1.5.1,racon1x-medaka,684.66,9.49,55.90,0,0,1345728,20210722-12:23:21
Voltrax_20190924.100x.sample.12.fastq,voltrax--100x-raven--12.fasta,voltrax--100x-raven-medaka--12-polished.fasta,100,raven,1.5.1,racon1x-medaka,745.24,9.19,58.63,0,0,1323112,20210722-12:24:17
Voltrax_20190924.200x.sample.01.fastq,voltrax--200x-raven--01.fasta,voltrax--200x-raven-medaka--01-polished.fasta,200,raven,1.5.1,racon1x-medaka,1479.57,12.92,105.58,0,0,1409028,20210722-12:25:16
Voltrax_20190924.200x.sample.02.fastq,voltrax--200x-raven--02.fasta,voltrax--200x-raven-medaka--02-polished.fasta,200,raven,1.5.1,racon1x-medaka,1543.65,13.40,109.79,0,0,1437992,20210722-12:27:02
Voltrax_20190924.200x.sample.03.fastq,voltrax--200x-raven--03.fasta,voltrax--200x-raven-medaka--03-polished.fasta,200,raven,1.5.1,racon1x-medaka,1519.52,13.32,108.05,0,0,1405200,20210722-12:28:51
Voltrax_20190924.200x.sample.04.fastq,voltrax--200x-raven--04.fasta,voltrax--200x-raven-medaka--04-polished.fasta,200,raven,1.5.1,racon1x-medaka,1507.72,12.85,107.15,0,0,1426436,20210722-12:30:39
Voltrax_20190924.200x.sample.05.fastq,voltrax--200x-raven--05.fasta,voltrax--200x-raven-medaka--05-polished.fasta,200,raven,1.5.1,racon1x-medaka,1476.21,12.95,108.48,0,0,1412632,20210722-12:32:27
Voltrax_20190924.200x.sample.06.fastq,voltrax--200x-raven--06.fasta,voltrax--200x-raven-medaka--06-polished.fasta,200,raven,1.5.1,racon1x-medaka,1526.48,13.15,117.90,0,0,1414220,20210722-12:34:15
Voltrax_20190924.200x.sample.07.fastq,voltrax--200x-raven--07.fasta,voltrax--200x-raven-medaka--07-polished.fasta,200,raven,1.5.1,racon1x-medaka,1551.86,13.50,126.24,0,0,1438548,20210722-12:36:13
Voltrax_20190924.200x.sample.08.fastq,voltrax--200x-raven--08.fasta,voltrax--200x-raven-medaka--08-polished.fasta,200,raven,1.5.1,racon1x-medaka,1580.99,13.81,135.01,0,0,1454140,20210722-12:38:19
Voltrax_20190924.200x.sample.09.fastq,voltrax--200x-raven--09.fasta,voltrax--200x-raven-medaka--09-polished.fasta,200,raven,1.5.1,racon1x-medaka,1511.20,14.35,138.97,0,0,1429632,20210722-12:40:34
Voltrax_20190924.200x.sample.10.fastq,voltrax--200x-raven--10.fasta,voltrax--200x-raven-medaka--10-polished.fasta,200,raven,1.5.1,racon1x-medaka,1509.33,14.90,139.54,0,0,1435252,20210722-12:42:53
Voltrax_20190924.200x.sample.11.fastq,voltrax--200x-raven--11.fasta,voltrax--200x-raven-medaka--11-polished.fasta,200,raven,1.5.1,racon1x-medaka,1574.63,14.47,139.82,0,0,1462436,20210722-12:45:13
Voltrax_20190924.200x.sample.12.fastq,voltrax--200x-raven--12.fasta,voltrax--200x-raven-medaka--12-polished.fasta,200,raven,1.5.1,racon1x-medaka,1577.21,14.36,140.89,0,0,1441948,20210722-12:47:33
Voltrax_20190924.10x.sample.01.fastq,voltrax--10x-flye--01.fasta,voltrax--10x-flye-medaka--01-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,561.31,31.11,112.75,0,0,6136728,20210716-17:12:55
Voltrax_20190924.10x.sample.02.fastq,voltrax--10x-flye--02.fasta,voltrax--10x-flye-medaka--02-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,613.35,30.67,118.71,0,0,6072644,20210716-17:14:48
Voltrax_20190924.10x.sample.03.fastq,voltrax--10x-flye--03.fasta,voltrax--10x-flye-medaka--03-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,541.14,29.44,105.91,0,0,6171968,20210716-17:16:46
Voltrax_20190924.10x.sample.04.fastq,voltrax--10x-flye--04.fasta,voltrax--10x-flye-medaka--04-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,564.87,30.38,106.02,0,0,6011192,20210716-17:18:32
Voltrax_20190924.10x.sample.05.fastq,voltrax--10x-flye--05.fasta,voltrax--10x-flye-medaka--05-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,573.60,30.40,113.09,0,0,6099664,20210716-17:20:18
Voltrax_20190924.10x.sample.06.fastq,voltrax--10x-flye--06.fasta,voltrax--10x-flye-medaka--06-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,529.39,29.47,107.75,0,0,6073900,20210716-17:22:11
Voltrax_20190924.10x.sample.07.fastq,voltrax--10x-flye--07.fasta,voltrax--10x-flye-medaka--07-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,589.77,30.23,114.22,0,0,6121284,20210716-17:23:59
Voltrax_20190924.10x.sample.08.fastq,voltrax--10x-flye--08.fasta,voltrax--10x-flye-medaka--08-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,601.20,30.72,110.30,0,0,6071072,20210716-17:25:53
Voltrax_20190924.10x.sample.09.fastq,voltrax--10x-flye--09.fasta,voltrax--10x-flye-medaka--09-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,568.93,30.38,108.65,0,0,6226724,20210716-17:27:44
Voltrax_20190924.10x.sample.10.fastq,voltrax--10x-flye--10.fasta,voltrax--10x-flye-medaka--10-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,571.82,30.31,109.05,0,0,6089104,20210716-17:29:32
Voltrax_20190924.10x.sample.11.fastq,voltrax--10x-flye--11.fasta,voltrax--10x-flye-medaka--11-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,555.38,30.03,109.42,0,0,6027400,20210716-17:31:21
Voltrax_20190924.10x.sample.12.fastq,voltrax--10x-flye--12.fasta,voltrax--10x-flye-medaka--12-polished.fasta,10,flye,2.8.3-b1725,racon1x-medaka,596.73,30.85,113.61,0,0,6041172,20210716-17:33:11
Voltrax_20190924.10x.sample.01.fastq,voltrax--10x-redbean--01.fasta,voltrax--10x-redbean-medaka--01-polished.fasta,10,redbean,2.5,racon1x-medaka,541.24,30.68,112.29,0,0,5484924,20210716-17:35:05
Voltrax_20190924.10x.sample.02.fastq,voltrax--10x-redbean--02.fasta,voltrax--10x-redbean-medaka--02-polished.fasta,10,redbean,2.5,racon1x-medaka,544.08,30.04,105.63,0,0,5523280,20210716-17:36:57
Voltrax_20190924.10x.sample.03.fastq,voltrax--10x-redbean--03.fasta,voltrax--10x-redbean-medaka--03-polished.fasta,10,redbean,2.5,racon1x-medaka,555.12,29.53,104.50,0,0,5570160,20210716-17:38:43
Voltrax_20190924.10x.sample.04.fastq,voltrax--10x-redbean--04.fasta,voltrax--10x-redbean-medaka--04-polished.fasta,10,redbean,2.5,racon1x-medaka,556.10,30.52,106.72,0,0,5689512,20210716-17:40:27
Voltrax_20190924.10x.sample.05.fastq,voltrax--10x-redbean--05.fasta,voltrax--10x-redbean-medaka--05-polished.fasta,10,redbean,2.5,racon1x-medaka,551.06,30.41,106.59,0,0,5588856,20210716-17:42:14
Voltrax_20190924.10x.sample.06.fastq,voltrax--10x-redbean--06.fasta,voltrax--10x-redbean-medaka--06-polished.fasta,10,redbean,2.5,racon1x-medaka,545.31,30.83,109.84,0,0,5528780,20210716-17:44:00
Voltrax_20190924.10x.sample.07.fastq,voltrax--10x-redbean--07.fasta,voltrax--10x-redbean-medaka--07-polished.fasta,10,redbean,2.5,racon1x-medaka,541.19,30.71,105.63,0,0,5565332,20210716-17:45:50
Voltrax_20190924.10x.sample.08.fastq,voltrax--10x-redbean--08.fasta,voltrax--10x-redbean-medaka--08-polished.fasta,10,redbean,2.5,racon1x-medaka,560.91,30.21,108.40,0,0,5584412,20210716-17:47:36
Voltrax_20190924.10x.sample.09.fastq,voltrax--10x-redbean--09.fasta,voltrax--10x-redbean-medaka--09-polished.fasta,10,redbean,2.5,racon1x-medaka,544.11,30.99,105.94,0,0,5561704,20210716-17:49:24
Voltrax_20190924.10x.sample.10.fastq,voltrax--10x-redbean--10.fasta,voltrax--10x-redbean-medaka--10-polished.fasta,10,redbean,2.5,racon1x-medaka,536.35,30.52,104.94,0,0,5432936,20210716-17:51:10
Voltrax_20190924.10x.sample.11.fastq,voltrax--10x-redbean--11.fasta,voltrax--10x-redbean-medaka--11-polished.fasta,10,redbean,2.5,racon1x-medaka,559.60,31.36,117.33,0,0,5532900,20210716-17:52:55
Voltrax_20190924.10x.sample.12.fastq,voltrax--10x-redbean--12.fasta,voltrax--10x-redbean-medaka--12-polished.fasta,10,redbean,2.5,racon1x-medaka,555.66,30.26,106.37,0,0,5587556,20210716-17:54:53
Voltrax_20190924.10x.sample.01.fastq,voltrax--10x-redbean-wtpoa--01.fasta,voltrax--10x-redbean-wtpoa-medaka--01-polished.fasta,10,redbean,2.5,wtpoa-racon1x-medaka,541.45,29.59,109.91,0,0,5512376,20210716-17:56:39
Voltrax_20190924.10x.sample.02.fastq,voltrax--10x-redbean-wtpoa--02.fasta,voltrax--10x-redbean-wtpoa-medaka--02-polished.fasta,10,redbean,2.5,wtpoa-racon1x-medaka,538.08,30.29,99.17,0,0,5594392,20210716-17:58:29
Voltrax_20190924.10x.sample.03.fastq,voltrax--10x-redbean-wtpoa--03.fasta,voltrax--10x-redbean-wtpoa-medaka--03-polished.fasta,10,redbean,2.5,wtpoa-racon1x-medaka,551.29,30.41,102.84,0,0,5526840,20210716-18:00:08
Voltrax_20190924.10x.sample.04.fastq,voltrax--10x-redbean-wtpoa--04.fasta,voltrax--10x-redbean-wtpoa-medaka--04-polished.fasta,10,redbean,2.5,wtpoa-racon1x-medaka,556.24,30.77,104.47,0,0,5574124,20210716-18:01:51
