Input-reads,Input-assembly,Output,Coverage,Assembler,Version,Polisher,User-time,System-time,Elapsed-time,Mean-memory-kb,Mean-resident-memory-kb,Max-resident-memory-kb,Date
Voltrax_20190924.100x.sample.08.fastq,voltrax--100x-flye--08.fasta,voltrax--100x-flye-medaka--08-polished.fasta,100,flye,2.8.3-b1725,racon1x-medaka,5583.13,122.55,609.94,0,0,17618844,20210717-02:32:20
Voltrax_20190924.100x.sample.09.fastq,voltrax--100x-flye--09.fasta,voltrax--100x-flye-medaka--09-polished.fasta,100,flye,2.8.3-b1725,racon1x-medaka,5574.35,125.11,609.89,0,0,17624028,20210717-02:42:30
Voltrax_20190924.100x.sample.10.fastq,voltrax--100x-flye--10.fasta,voltrax--100x-flye-medaka--10-polished.fasta,100,flye,2.8.3-b1725,racon1x-medaka,5742.78,124.77,619.49,0,0,17654048,20210717-02:52:40
Voltrax_20190924.100x.sample.11.fastq,voltrax--100x-flye--11.fasta,voltrax--100x-flye-medaka--11-polished.fasta,100,flye,2.8.3-b1725,racon1x-medaka,4724.07,129.18,562.41,0,0,17694104,20210717-03:03:00
Voltrax_20190924.100x.sample.12.fastq,voltrax--100x-flye--12.fasta,voltrax--100x-flye-medaka--12-polished.fasta,100,flye,2.8.3-b1725,racon1x-medaka,5660.83,124.81,610.52,0,0,17647460,20210717-03:12:22
Voltrax_20190924.100x.sample.01.fastq,voltrax--100x-redbean--01.fasta,voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,2.5,racon1x-medaka,4921.89,129.21,560.14,0,0,16912956,20210717-03:22:33
Voltrax_20190924.100x.sample.02.fastq,voltrax--100x-redbean--02.fasta,voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,2.5,racon1x-medaka,4920.86,126.64,556.07,0,0,16929004,20210717-03:31:53
Voltrax_20190924.100x.sample.03.fastq,voltrax--100x-redbean--03.fasta,voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,2.5,racon1x-medaka,4999.79,128.14,556.44,0,0,16912352,20210717-03:41:09
Voltrax_20190924.100x.sample.04.fastq,voltrax--100x-redbean--04.fasta,voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,2.5,racon1x-medaka,5130.18,128.00,568.04,0,0,17032480,20210717-03:50:26
Voltrax_20190924.100x.sample.05.fastq,voltrax--100x-redbean--05.fasta,voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,2.5,racon1x-medaka,5016.92,126.92,559.81,0,0,16936048,20210717-03:59:54
Voltrax_20190924.100x.sample.06.fastq,voltrax--100x-redbean--06.fasta,voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,2.5,racon1x-medaka,4970.57,124.78,558.28,0,0,16927116,20210717-04:09:14
Voltrax_20190924.100x.sample.07.fastq,voltrax--100x-redbean--07.fasta,voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,2.5,racon1x-medaka,5027.30,128.78,567.19,0,0,16935204,20210717-04:18:32
Voltrax_20190924.100x.sample.08.fastq,voltrax--100x-redbean--08.fasta,voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,2.5,racon1x-medaka,4905.37,124.51,548.56,0,0,16923168,20210717-04:27:59
Voltrax_20190924.100x.sample.09.fastq,voltrax--100x-redbean--09.fasta,voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,2.5,racon1x-medaka,4890.05,124.20,547.35,0,0,16894020,20210717-04:37:08
Voltrax_20190924.100x.sample.10.fastq,voltrax--100x-redbean--10.fasta,voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,2.5,racon1x-medaka,4946.19,128.77,549.93,0,0,16949004,20210717-04:46:15
Voltrax_20190924.100x.sample.11.fastq,voltrax--100x-redbean--11.fasta,voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,2.5,racon1x-medaka,5055.50,127.28,568.92,0,0,17006928,20210717-04:55:26
Voltrax_20190924.100x.sample.12.fastq,voltrax--100x-redbean--12.fasta,voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,2.5,racon1x-medaka,4975.09,129.04,552.22,0,0,16967948,20210717-05:04:55
Voltrax_20190924.100x.sample.01.fastq,voltrax--100x-redbean-wtpoa--01.fasta,voltrax--100x-redbean-wtpoa-medaka--01-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4865.35,128.13,548.44,0,0,16920916,20210717-05:14:07
Voltrax_20190924.100x.sample.02.fastq,voltrax--100x-redbean-wtpoa--02.fasta,voltrax--100x-redbean-wtpoa-medaka--02-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4887.02,125.84,548.01,0,0,16936136,20210717-05:23:15
Voltrax_20190924.100x.sample.03.fastq,voltrax--100x-redbean-wtpoa--03.fasta,voltrax--100x-redbean-wtpoa-medaka--03-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4974.03,126.04,559.13,0,0,16896412,20210717-05:32:24
Voltrax_20190924.100x.sample.04.fastq,voltrax--100x-redbean-wtpoa--04.fasta,voltrax--100x-redbean-wtpoa-medaka--04-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,5089.32,127.81,565.35,0,0,17024224,20210717-05:41:43
Voltrax_20190924.100x.sample.05.fastq,voltrax--100x-redbean-wtpoa--05.fasta,voltrax--100x-redbean-wtpoa-medaka--05-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,5047.41,126.02,560.37,0,0,16936808,20210717-05:51:08
Voltrax_20190924.100x.sample.06.fastq,voltrax--100x-redbean-wtpoa--06.fasta,voltrax--100x-redbean-wtpoa-medaka--06-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4950.45,124.26,554.31,0,0,16934904,20210717-06:00:29
Voltrax_20190924.100x.sample.07.fastq,voltrax--100x-redbean-wtpoa--07.fasta,voltrax--100x-redbean-wtpoa-medaka--07-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,5013.50,129.16,560.20,0,0,16952276,20210717-06:09:43
Voltrax_20190924.100x.sample.08.fastq,voltrax--100x-redbean-wtpoa--08.fasta,voltrax--100x-redbean-wtpoa-medaka--08-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4862.71,121.58,546.09,0,0,16897060,20210717-06:19:03
Voltrax_20190924.100x.sample.09.fastq,voltrax--100x-redbean-wtpoa--09.fasta,voltrax--100x-redbean-wtpoa-medaka--09-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4858.98,123.92,549.57,0,0,16888968,20210717-06:28:10
Voltrax_20190924.100x.sample.10.fastq,voltrax--100x-redbean-wtpoa--10.fasta,voltrax--100x-redbean-wtpoa-medaka--10-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4931.10,125.59,554.22,0,0,16950000,20210717-06:37:19
Voltrax_20190924.100x.sample.11.fastq,voltrax--100x-redbean-wtpoa--11.fasta,voltrax--100x-redbean-wtpoa-medaka--11-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,5030.59,127.07,561.78,0,0,17002472,20210717-06:46:34
Voltrax_20190924.100x.sample.12.fastq,voltrax--100x-redbean-wtpoa--12.fasta,voltrax--100x-redbean-wtpoa-medaka--12-polished.fasta,100,redbean,2.5,wtpoa-racon1x-medaka,4948.02,125.12,544.55,0,0,16953692,20210717-06:55:56
Voltrax_20190924.200x.sample.01.fastq,voltrax--200x-flye--01.fasta,voltrax--200x-flye-medaka--01-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9069.40,223.82,1111.32,0,0,30406708,20210717-07:05:04
Voltrax_20190924.200x.sample.02.fastq,voltrax--200x-flye--02.fasta,voltrax--200x-flye-medaka--02-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9051.12,215.84,1053.16,0,0,30411584,20210717-07:23:36
Voltrax_20190924.200x.sample.03.fastq,voltrax--200x-flye--03.fasta,voltrax--200x-flye-medaka--03-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9114.26,213.76,1077.86,0,0,30460064,20210717-07:41:09
Voltrax_20190924.200x.sample.04.fastq,voltrax--200x-flye--04.fasta,voltrax--200x-flye-medaka--04-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9198.88,214.32,1077.91,0,0,30435400,20210717-07:59:07
Voltrax_20190924.200x.sample.05.fastq,voltrax--200x-flye--05.fasta,voltrax--200x-flye-medaka--05-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9478.05,215.79,1133.59,0,0,30446528,20210717-08:17:05
Voltrax_20190924.200x.sample.06.fastq,voltrax--200x-flye--06.fasta,voltrax--200x-flye-medaka--06-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9031.58,209.47,1062.51,0,0,30380000,20210717-08:35:59
Voltrax_20190924.200x.sample.07.fastq,voltrax--200x-flye--07.fasta,voltrax--200x-flye-medaka--07-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9230.33,214.69,1118.17,0,0,30365192,20210717-08:53:41
Voltrax_20190924.200x.sample.08.fastq,voltrax--200x-flye--08.fasta,voltrax--200x-flye-medaka--08-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9413.90,214.68,1101.30,0,0,30544672,20210717-09:12:19
Voltrax_20190924.200x.sample.09.fastq,voltrax--200x-flye--09.fasta,voltrax--200x-flye-medaka--09-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9100.32,214.96,1126.35,0,0,30437588,20210717-09:30:41
Voltrax_20190924.200x.sample.10.fastq,voltrax--200x-flye--10.fasta,voltrax--200x-flye-medaka--10-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9032.21,208.69,1067.55,0,0,30435248,20210717-09:49:27
Voltrax_20190924.200x.sample.11.fastq,voltrax--200x-flye--11.fasta,voltrax--200x-flye-medaka--11-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9117.48,218.50,1144.68,0,0,30477584,20210717-10:07:15
Voltrax_20190924.200x.sample.12.fastq,voltrax--200x-flye--12.fasta,voltrax--200x-flye-medaka--12-polished.fasta,200,flye,2.8.3-b1725,racon1x-medaka,9806.54,215.96,1133.47,0,0,30717024,20210717-10:26:20
Voltrax_20190924.200x.sample.01.fastq,voltrax--200x-redbean--01.fasta,voltrax--200x-redbean-medaka--01-polished.fasta,200,redbean,2.5,racon1x-medaka,9565.69,202.41,1095.07,0,0,29771492,20210717-10:45:13
Voltrax_20190924.200x.sample.02.fastq,voltrax--200x-redbean--02.fasta,voltrax--200x-redbean-medaka--02-polished.fasta,200,redbean,2.5,racon1x-medaka,10079.32,202.04,1121.90,0,0,30064208,20210717-11:03:28
Voltrax_20190924.200x.sample.03.fastq,voltrax--200x-redbean--03.fasta,voltrax--200x-redbean-medaka--03-polished.fasta,200,redbean,2.5,racon1x-medaka,9879.71,203.09,1116.00,0,0,29934592,20210717-11:22:10
Voltrax_20190924.200x.sample.04.fastq,voltrax--200x-redbean--04.fasta,voltrax--200x-redbean-medaka--04-polished.fasta,200,redbean,2.5,racon1x-medaka,9835.32,199.31,1111.84,0,0,29915028,20210717-11:40:46
Voltrax_20190924.200x.sample.05.fastq,voltrax--200x-redbean--05.fasta,voltrax--200x-redbean-medaka--05-polished.fasta,200,redbean,2.5,racon1x-medaka,10106.09,211.23,1143.13,0,0,30139836,20210717-11:59:18
Voltrax_20190924.200x.sample.06.fastq,voltrax--200x-redbean--06.fasta,voltrax--200x-redbean-medaka--06-polished.fasta,200,redbean,2.5,racon1x-medaka,9613.00,202.52,1106.19,0,0,29866656,20210717-12:18:22
Voltrax_20190924.200x.sample.07.fastq,voltrax--200x-redbean--07.fasta,voltrax--200x-redbean-medaka--07-polished.fasta,200,redbean,2.5,racon1x-medaka,10258.69,207.69,1189.18,0,0,30106984,20210717-12:36:48
Voltrax_20190924.200x.sample.08.fastq,voltrax--200x-redbean--08.fasta,voltrax--200x-redbean-medaka--08-polished.fasta,200,redbean,2.5,racon1x-medaka,10133.41,207.60,1149.53,0,0,30108060,20210717-12:56:37
Voltrax_20190924.200x.sample.09.fastq,voltrax--200x-redbean--09.fasta,voltrax--200x-redbean-medaka--09-polished.fasta,200,redbean,2.5,racon1x-medaka,10224.24,205.79,1175.79,0,0,30049052,20210717-13:15:47
Voltrax_20190924.200x.sample.10.fastq,voltrax--200x-redbean--10.fasta,voltrax--200x-redbean-medaka--10-polished.fasta,200,redbean,2.5,racon1x-medaka,10150.93,206.08,1145.95,0,0,30129324,20210717-13:35:23
Voltrax_20190924.200x.sample.11.fastq,voltrax--200x-redbean--11.fasta,voltrax--200x-redbean-medaka--11-polished.fasta,200,redbean,2.5,racon1x-medaka,9952.99,210.06,1185.66,0,0,30029560,20210717-13:54:29
Voltrax_20190924.200x.sample.12.fastq,voltrax--200x-redbean--12.fasta,voltrax--200x-redbean-medaka--12-polished.fasta,200,redbean,2.5,racon1x-medaka,9833.70,205.70,1139.43,0,0,29998152,20210717-14:14:15
Voltrax_20190924.200x.sample.01.fastq,voltrax--200x-redbean-wtpoa--01.fasta,voltrax--200x-redbean-wtpoa-medaka--01-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9521.62,202.47,1096.01,0,0,29769140,20210717-14:33:14
Voltrax_20190924.200x.sample.02.fastq,voltrax--200x-redbean-wtpoa--02.fasta,voltrax--200x-redbean-wtpoa-medaka--02-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,10017.71,204.07,1126.04,0,0,30077624,20210717-14:51:30
Voltrax_20190924.200x.sample.03.fastq,voltrax--200x-redbean-wtpoa--03.fasta,voltrax--200x-redbean-wtpoa-medaka--03-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9798.75,207.83,1119.02,0,0,29941040,20210717-15:10:16
Voltrax_20190924.200x.sample.04.fastq,voltrax--200x-redbean-wtpoa--04.fasta,voltrax--200x-redbean-wtpoa-medaka--04-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9675.61,196.37,1124.47,0,0,29898860,20210717-15:28:55
Voltrax_20190924.200x.sample.05.fastq,voltrax--200x-redbean-wtpoa--05.fasta,voltrax--200x-redbean-wtpoa-medaka--05-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9974.40,207.55,1135.83,0,0,30157628,20210717-15:47:40
Voltrax_20190924.200x.sample.06.fastq,voltrax--200x-redbean-wtpoa--06.fasta,voltrax--200x-redbean-wtpoa-medaka--06-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9523.76,202.64,1098.10,0,0,29879624,20210717-16:06:36
Voltrax_20190924.200x.sample.07.fastq,voltrax--200x-redbean-wtpoa--07.fasta,voltrax--200x-redbean-wtpoa-medaka--07-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,10120.80,209.00,1190.71,0,0,30120016,20210717-16:24:54
Voltrax_20190924.200x.sample.08.fastq,voltrax--200x-redbean-wtpoa--08.fasta,voltrax--200x-redbean-wtpoa-medaka--08-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,10087.90,208.37,1163.60,0,0,30182532,20210717-16:44:45
Voltrax_20190924.200x.sample.09.fastq,voltrax--200x-redbean-wtpoa--09.fasta,voltrax--200x-redbean-wtpoa-medaka--09-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,10212.52,205.21,1188.05,0,0,30089104,20210717-17:04:08
Voltrax_20190924.200x.sample.10.fastq,voltrax--200x-redbean-wtpoa--10.fasta,voltrax--200x-redbean-wtpoa-medaka--10-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,10113.15,204.88,1155.98,0,0,30124668,20210717-17:23:57
Voltrax_20190924.200x.sample.11.fastq,voltrax--200x-redbean-wtpoa--11.fasta,voltrax--200x-redbean-wtpoa-medaka--11-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9882.57,207.86,1170.65,0,0,30040188,20210717-17:43:13
Voltrax_20190924.200x.sample.12.fastq,voltrax--200x-redbean-wtpoa--12.fasta,voltrax--200x-redbean-wtpoa-medaka--12-polished.fasta,200,redbean,2.5,wtpoa-racon1x-medaka,9720.67,206.65,1127.40,0,0,30006176,20210717-18:02:43
